"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"36","brs_cap100_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap100_sweep_off.set","2026_ytd","2026.01.01","2026.07.12","1","configs\036_brs_cap100_sweep_off_2026_ytd_m1.ini","broker_risk_brs_cap100_sweep_off_2026_ytd_m1","profiles\brs_cap100_sweep_off.set","4F83493421119C10C2528C9E64571A261CA21A3A983FA703F1F28DD0055F9F9C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap100_sweep_off_2026_ytd_m1.htm","1000","192","0.5257","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"37","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","continuous_2019_2026","2019.01.01","2026.07.12","1","configs\037_brs_cap075_sweep_off_continuous_2019_2026_m1.ini","broker_risk_brs_cap075_sweep_off_continuous_2019_2026_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_continuous_2019_2026_m1.htm","1000","2749","7.5264","-1.34","998.66","-0.13","-0.02","-0.02","0.91","-0.12","-0.56","36.36","11","2","11.32","1.13","6.26","11.32","-0.12","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"38","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2019_full","2019.01.01","2019.12.31","1","configs\038_brs_cap075_sweep_off_2019_full_m1.ini","broker_risk_brs_cap075_sweep_off_2019_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2019_full_m1.htm","1000","364","0.9966","-1.87","998.13","-0.19","-0.19","-0.19","0","-1.87","-0.08","0","1","1","2.49","0.25","1.87","2.49","-0.75","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"39","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2020_full","2020.01.01","2020.12.31","1","configs\039_brs_cap075_sweep_off_2020_full_m1.ini","broker_risk_brs_cap075_sweep_off_2020_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2020_full_m1.htm","1000","365","0.9993","-0.56","999.44","-0.06","-0.06","-0.06","0.92","-0.19","-0.02","33.33","3","2","12.42","1.23","6.62","12.42","-0.05","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"40","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2021_full","2021.01.01","2021.12.31","1","configs\040_brs_cap075_sweep_off_2021_full_m1.ini","broker_risk_brs_cap075_sweep_off_2021_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2021_full_m1.htm","1000","364","0.9966","-3.69","996.31","-0.37","-0.37","-0.37","0","-1.85","-0.11","0","2","2","5.92","0.59","3.69","5.92","-0.62","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"41","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2022_full","2022.01.01","2022.12.31","1","configs\041_brs_cap075_sweep_off_2022_full_m1.ini","broker_risk_brs_cap075_sweep_off_2022_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2022_full_m1.htm","1000","364","0.9966","-1.9","998.1","-0.19","-0.19","-0.19","0.64","-0.63","-0.13","33.33","3","2","13.62","1.35","5.24","13.62","-0.14","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"42","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2023_full","2023.01.01","2023.12.31","1","configs\042_brs_cap075_sweep_off_2023_full_m1.ini","broker_risk_brs_cap075_sweep_off_2023_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2023_full_m1.htm","1000","364","0.9966","-1.04","998.96","-0.1","-0.1","-0.1","0.7","-0.21","-0.15","40","5","2","10.22","1.01","2.32","10.22","-0.1","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"43","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2024_full","2024.01.01","2024.12.31","1","configs\043_brs_cap075_sweep_off_2024_full_m1.ini","broker_risk_brs_cap075_sweep_off_2024_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2024_full_m1.htm","1000","365","0.9993","21.37","1021.37","2.14","2.14","2.14","4.38","3.56","2.94","50","6","2","7.08","0.69","3.56","7.08","3.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"44","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2025_full","2025.01.01","2025.12.31","1","configs\044_brs_cap075_sweep_off_2025_full_m1.ini","broker_risk_brs_cap075_sweep_off_2025_full_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2025_full_m1.htm","1000","364","0.9966","-4.08","995.92","-0.41","-0.41","-0.41","0","-4.08","-0.15","0","1","1","5.33","0.53","4.08","5.33","-0.77","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"45","brs_cap075_sweep_off","","broker_risk_sizing_probe","","fast_model1","brs_cap075_sweep_off.set","2026_ytd","2026.01.01","2026.07.12","1","configs\045_brs_cap075_sweep_off_2026_ytd_m1.ini","broker_risk_brs_cap075_sweep_off_2026_ytd_m1","profiles\brs_cap075_sweep_off.set","A2A1ACB9265C3F0CA76B611D8C0A928328997804E8515AFE62ED96BF8F3AF99C","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_brs_cap075_sweep_off_2026_ytd_m1.htm","1000","192","0.5257","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
